{SimaPro 7.3}
{methods}
{Date: 2012-05-14}
{Time: 10:10:32}
{Project: Methods}
{CSV Format version: 7.0.0}
{CSV separator: Semicolon}
{Decimal separator: ,}
{Date separator: -}
{Short date format: yyyy-MM-dd}
Method
Name
IMPACTWorld+ (Default_Endpoint)
Version;
0;1
Comment;
IMPACTWorld+ (Default_Endpoint). Beta version;
Category;
Others;
Use Damage Assessment;
yes;
Use Normalization;
no;
Use Weighting;
no;;;;;
Use Addition;;;;;
yes;;;;;
Impact category;;;;;
Carcinogens;DALY;;;;
Soil;agricultural;1-Nitronaphthalene;86577;0,00E+00;kg
Water;(unspecified);1-Nitronaphthalene;86577;0,00E+00;kg
Water;ocean;1-Nitronaphthalene;86577;0,00E+00;kg
Air;(unspecified);1-Nitropropane;108032;0,00E+00;kg
Air;high. pop.;1-Nitropropane;108032;0,00E+00;kg
Air;low. pop.;1-Nitropropane;108032;0,00E+00;kg
Soil;(unspecified);1-Nitropropane;108032;0,00E+00;kg
Soil;agricultural;1-Nitropropane;108032;0,00E+00;kg
Water;(unspecified);1-Nitropropane;108032;0,00E+00;kg
Water;ocean;1-Nitropropane;108032;0,00E+00;kg
Air;(unspecified);1-Nitroso-5,6-dihydrouracil;16813368;3,48E-03;kg
Air;high. pop.;1-Nitroso-5,6-dihydrouracil;16813368;4,89E-03;kg
Air;low. pop.;1-Nitroso-5,6-dihydrouracil;16813368;2,08E-03;kg
Soil;(unspecified);1-Nitroso-5,6-dihydrouracil;16813368;1,25E-03;kg
Soil;agricultural;1-Nitroso-5,6-dihydrouracil;16813368;2,11E-03;kg
Water;(unspecified);1-Nitroso-5,6-dihydrouracil;16813368;5,25E-03;kg
Water;ocean;1-Nitroso-5,6-dihydrouracil;16813368;9,15E-07;kg
Air;(unspecified);1-Phenyl-3,3-dimethyltriazene;7227910;9,73E-05;kg
Air;high. pop.;1-Phenyl-3,3-dimethyltriazene;7227910;1,66E-04;kg
Air;low. pop.;1-Phenyl-3,3-dimethyltriazene;7227910;2,91E-05;kg
Soil;(unspecified);1-Phenyl-3,3-dimethyltriazene;7227910;9,75E-06;kg
Soil;agricultural;1-Phenyl-3,3-dimethyltriazene;7227910;2,41E-05;kg
Water;(unspecified);1-Phenyl-3,3-dimethyltriazene;7227910;1,29E-04;kg
Water;ocean;1-Phenyl-3,3-dimethyltriazene;7227910;2,58E-06;kg
Air;(unspecified);1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Air;high. pop.;1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Air;low. pop.;1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Soil;(unspecified);1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Soil;agricultural;1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Water;(unspecified);1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Water;ocean;1-PROPENE, 3,3-DIETHOXY-;3054953;0,00E+00;kg
Air;(unspecified);1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Air;high. pop.;1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Air;low. pop.;1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Soil;(unspecified);1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Soil;agricultural;1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Water;(unspecified);1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Water;ocean;1,1-Dichloro-2,2-bis(ethylphenyl)ethane;72560;0,00E+00;kg
Air;(unspecified);1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Air;high. pop.;1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Air;low. pop.;1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Soil;(unspecified);1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Soil;agricultural;1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Water;(unspecified);1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Water;ocean;1,1-DIFLUOROETHENE;75387;0,00E+00;kg
Air;(unspecified);1,1'-Biphenyl, nonabromo-;27753522;4,90E-03;kg
Air;high. pop.;1,1'-Biphenyl, nonabromo-;27753522;4,92E-03;kg
Air;low. pop.;1,1'-Biphenyl, nonabromo-;27753522;4,88E-03;kg
Soil;(unspecified);1,1'-Biphenyl, nonabromo-;27753522;1,12E-03;kg
Soil;agricultural;1,1'-Biphenyl, nonabromo-;27753522;1,15E-03;kg
Water;(unspecified);1,1'-Biphenyl, nonabromo-;27753522;1,91E-03;kg
Water;ocean;1,1'-Biphenyl, nonabromo-;27753522;5,39E-04;kg
Air;(unspecified);1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Air;high. pop.;1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Air;low. pop.;1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Soil;(unspecified);1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Soil;agricultural;1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Water;(unspecified);1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Water;ocean;1,2-BENZENEDICARBOXAMIDE;88960;0,00E+00;kg
Air;(unspecified);1,2-benzenediol, 3-methoxy-;934009;2,24E-06;kg
Air;high. pop.;1,2-benzenediol, 3-methoxy-;934009;4,08E-06;kg
Air;low. pop.;1,2-benzenediol, 3-methoxy-;934009;4,06E-07;kg
Soil;(unspecified);1,2-benzenediol, 3-methoxy-;934009;4,58E-07;kg
Soil;agricultural;1,2-benzenediol, 3-methoxy-;934009;8,57E-07;kg
Water;(unspecified);1,2-benzenediol, 3-methoxy-;934009;1,06E-05;kg
Water;ocean;1,2-benzenediol, 3-methoxy-;934009;2,19E-09;kg
Air;(unspecified);1,2-benzenediol, 4-methyl-;452868;4,96E-07;kg
Air;high. pop.;1,2-benzenediol, 4-methyl-;452868;8,91E-07;kg
Air;low. pop.;1,2-benzenediol, 4-methyl-;452868;9,99E-08;kg
Soil;(unspecified);1,2-benzenediol, 4-methyl-;452868;3,98E-08;kg
Soil;agricultural;1,2-benzenediol, 4-methyl-;452868;8,42E-08;kg
Water;(unspecified);1,2-benzenediol, 4-methyl-;452868;2,08E-06;kg
Water;ocean;1,2-benzenediol, 4-methyl-;452868;6,29E-10;kg
Air;(unspecified);1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Air;high. pop.;1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Air;low. pop.;1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Soil;(unspecified);1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Soil;agricultural;1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Water;(unspecified);1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Water;ocean;1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt;6485343;0,00E+00;kg
Air;(unspecified);1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Air;high. pop.;1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Air;low. pop.;1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Soil;(unspecified);1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Soil;agricultural;1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Water;(unspecified);1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Water;ocean;1,2-HYDRAZINECARBOTHIOAMIDE;142461;0,00E+00;kg
Air;(unspecified);1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Air;high. pop.;1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Air;low. pop.;1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Soil;(unspecified);1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Soil;agricultural;1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Water;(unspecified);1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Water;ocean;1,2:3,4-DIEPOXYBUTANE DL;298180;0;kg
Air;(unspecified);1,3-propanediol, 2,2-bis(brme)-;3296900;5,95E-06;kg
Air;high. pop.;1,3-propanediol, 2,2-bis(brme)-;3296900;7,78E-06;kg
Air;low. pop.;1,3-propanediol, 2,2-bis(brme)-;3296900;4,13E-06;kg
Soil;(unspecified);1,3-propanediol, 2,2-bis(brme)-;3296900;2,20E-06;kg
Soil;agricultural;1,3-propanediol, 2,2-bis(brme)-;3296900;4,37E-06;kg
Water;(unspecified);1,3-propanediol, 2,2-bis(brme)-;3296900;6,94E-06;kg
Water;ocean;1,3-propanediol, 2,2-bis(brme)-;3296900;6,06E-09;kg
Air;(unspecified);1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;4,31E-06;kg
Air;high. pop.;1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;6,95E-06;kg
Air;low. pop.;1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;1,66E-06;kg
Soil;(unspecified);1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;5,32E-06;kg
Soil;agricultural;1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;8,74E-06;kg
Water;(unspecified);1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;3,64E-05;kg
Water;ocean;1,3,5,-trinitrohexahydro-1,3,5-triazine;121824;1,50E-08;kg
Air;(unspecified);1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Air;high. pop.;1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Air;low. pop.;1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Soil;(unspecified);1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Soil;agricultural;1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Water;(unspecified);1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Water;ocean;1,4-Benzenediamine, N,N'-di-2-naphthalenyl-;93469;0,00E+00;kg
Air;(unspecified);1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Air;high. pop.;1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Air;low. pop.;1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Soil;(unspecified);1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Soil;agricultural;1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Water;(unspecified);1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Water;ocean;1,4-Benzenediol, 2-(1,1-dimethylethyl)-;1948330;0;kg
Air;(unspecified);1,4-BENZENEDIOL, 2-METHYL-;95716;0;kg
Air;high. pop.;1,4-BENZENEDIOL, 2-METHYL-;95716;0;kg
Air;low. pop.;1,4-BENZENEDIOL, 2-METHYL-;95716;0;kg
Soil;(unspecified);1,4-BENZENEDIOL, 2-METHYL-;95716;0;kg
Soil;agricultural;1,4-BENZENEDIOL, 2-METHYL-;95716;0;kg
Water;(unspecified);1,4-BENZENEDIOL, 2-METHYL-;95716;0;kg
Water;ocean;1,4-BENZENEDIOL, 2-METHYL-;95716;0,00E+00;kg
Air;(unspecified);1,4-Dioxane;123911;1,62E-06;kg
Air;high. pop.;1,4-Dioxane;123911;2,96E-06;kg
Air;low. pop.;1,4-Dioxane;123911;2,84E-07;kg
Soil;(unspecified);1,4-Dioxane;123911;8,44E-07;kg
Soil;agricultural;1,4-Dioxane;123911;1,32E-06;kg
Water;(unspecified);1,4-Dioxane;123911;3,49E-06;kg
Water;ocean;1,4-Dioxane;123911;3,20E-09;kg
Air;(unspecified);1,8-Cineole;470826;0,00E+00;kg
Air;high. pop.;1,8-Cineole;470826;0,00E+00;kg
Air;low. pop.;1,8-Cineole;470826;0,00E+00;kg
Soil;(unspecified);1,8-Cineole;470826;0,00E+00;kg
Soil;agricultural;1,8-Cineole;470826;0,00E+00;kg
Water;(unspecified);1,8-Cineole;470826;0,00E+00;kg
Water;ocean;1,8-Cineole;470826;0,00E+00;kg
Air;(unspecified);1'-Acetoxysafrole;34627786;6,99E-06;kg
Air;high. pop.;1'-Acetoxysafrole;34627786;1,19E-05;kg
Air;low. pop.;1'-Acetoxysafrole;34627786;2,12E-06;kg
Soil;(unspecified);1'-Acetoxysafrole;34627786;6,12E-06;kg
Soil;agricultural;1'-Acetoxysafrole;34627786;1,58E-05;kg
Water;(unspecified);1'-Acetoxysafrole;34627786;4,72E-05;kg
Water;ocean;1'-Acetoxysafrole;34627786;2,30E-07;kg
Air;(unspecified);1'-Hydroxyestragole;51410447;5,78E-06;kg
Air;high. pop.;1'-Hydroxyestragole;51410447;9,60E-06;kg
Air;low. pop.;1'-Hydroxyestragole;51410447;1,95E-06;kg
Soil;(unspecified);1'-Hydroxyestragole;51410447;2,08E-06;kg
Soil;agricultural;1'-Hydroxyestragole;51410447;4,81E-06;kg
Water;(unspecified);1'-Hydroxyestragole;51410447;1,68E-05;kg
Water;ocean;1'-Hydroxyestragole;51410447;2,41E-08;kg
Air;(unspecified);1'-Hydroxysafrole;5208877;9,94E-06;kg
Air;high. pop.;1'-Hydroxysafrole;5208877;1,62E-05;kg
Air;low. pop.;1'-Hydroxysafrole;5208877;3,67E-06;kg
Soil;(unspecified);1'-Hydroxysafrole;5208877;5,93E-06;kg
Soil;agricultural;1'-Hydroxysafrole;5208877;1,43E-05;kg
Water;(unspecified);1'-Hydroxysafrole;5208877;2,97E-05;kg
Water;ocean;1'-Hydroxysafrole;5208877;4,03E-08;kg
Air;(unspecified);11-Aminoundecanoic acid;2432997;1,93E-07;kg
Air;high. pop.;11-Aminoundecanoic acid;2432997;3,11E-07;kg
Air;low. pop.;11-Aminoundecanoic acid;2432997;7,55E-08;kg
Soil;(unspecified);11-Aminoundecanoic acid;2432997;1,74E-08;kg
Soil;agricultural;11-Aminoundecanoic acid;2432997;2,76E-08;kg
Water;(unspecified);11-Aminoundecanoic acid;2432997;4,77E-07;kg
Water;ocean;11-Aminoundecanoic acid;2432997;2,79E-10;kg
Air;(unspecified);1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;0,00582848;kg
Air;high. pop.;1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;0,007831589;kg
Air;low. pop.;1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;0,003825373;kg
Soil;(unspecified);1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;0,001810789;kg
Soil;agricultural;1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;0,002226467;kg
Water;(unspecified);1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;0,02391335;kg
Water;ocean;1h-1,4-diazepine, hexahydro-1,4-dinitroso-;55557001;4,87E-06;kg
Air;(unspecified);1H-Benzotriazole;95147;0;kg
Air;high. pop.;1H-Benzotriazole;95147;0;kg
Air;low. pop.;1H-Benzotriazole;95147;0;kg
Soil;(unspecified);1H-Benzotriazole;95147;0;kg
Soil;agricultural;1H-Benzotriazole;95147;0;kg
Water;(unspecified);1H-Benzotriazole;95147;0;kg
Water;ocean;1H-Benzotriazole;95147;0;kg
Air;(unspecified);1h-imidazole, 2-methyl-;693981;3,71E-07;kg
Air;high. pop.;1h-imidazole, 2-methyl-;693981;6,26E-07;kg
Air;low. pop.;1h-imidazole, 2-methyl-;693981;1,16E-07;kg
Soil;(unspecified);1h-imidazole, 2-methyl-;693981;1,70E-07;kg
Soil;agricultural;1h-imidazole, 2-methyl-;693981;2,87E-07;kg
Water;(unspecified);1h-imidazole, 2-methyl-;693981;1,20E-06;kg
Water;ocean;1h-imidazole, 2-methyl-;693981;7,00E-10;kg
Air;(unspecified);1H-Purin-6-amine, N-methyl-;443721;0;kg
Air;high. pop.;1H-Purin-6-amine, N-methyl-;443721;0;kg
Air;low. pop.;1H-Purin-6-amine, N-methyl-;443721;0,00E+00;kg
Soil;(unspecified);1H-Purin-6-amine, N-methyl-;443721;0,00E+00;kg
Soil;agricultural;1H-Purin-6-amine, N-methyl-;443721;0,00E+00;kg
Water;(unspecified);1H-Purin-6-amine, N-methyl-;443721;0;kg
Water;ocean;1H-Purin-6-amine, N-methyl-;443721;0,00E+00;kg
Air;(unspecified);2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;0,001184117;kg
Air;high. pop.;2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;0,001520799;kg
Air;low. pop.;2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;0,000847435;kg
Soil;(unspecified);2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;2,23E-05;kg
Soil;agricultural;2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;4,34E-05;kg
Water;(unspecified);2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;0,002606124;kg
Water;ocean;2-(2,2-dimethylhydrazino)-4-(5-nitro-2-furyl)thiazole;26049694;2,65E-06;kg
Air;(unspecified);2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Air;high. pop.;2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Air;low. pop.;2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Soil;(unspecified);2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Soil;agricultural;2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Water;(unspecified);2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Water;ocean;2-(TERT-BUTYL)-4-METHYLPHENOL;2409554;0;kg
Air;(unspecified);2-Acetylaminofluorene;53963;0,000222586;kg
Air;high. pop.;2-Acetylaminofluorene;53963;0,000337768;kg
Air;low. pop.;2-Acetylaminofluorene;53963;0,000107403;kg
Soil;(unspecified);2-Acetylaminofluorene;53963;1,21E-05;kg
Soil;agricultural;2-Acetylaminofluorene;53963;3,04E-05;kg
Water;(unspecified);2-Acetylaminofluorene;53963;0,000970745;kg
Water;ocean;2-Acetylaminofluorene;53963;6,88E-06;kg
Air;(unspecified);2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Air;high. pop.;2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Air;low. pop.;2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Soil;(unspecified);2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Soil;agricultural;2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Water;(unspecified);2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Water;ocean;2-AMINO-1-NAPHTHALENESULFONIC ACID;81163;0;kg
Air;(unspecified);2-Amino-4-nitroaniline;99569;0;kg
Air;high. pop.;2-Amino-4-nitroaniline;99569;0;kg
Air;low. pop.;2-Amino-4-nitroaniline;99569;0;kg
Soil;(unspecified);2-Amino-4-nitroaniline;99569;0;kg
Soil;agricultural;2-Amino-4-nitroaniline;99569;0;kg
Water;(unspecified);2-Amino-4-nitroaniline;99569;0;kg
